,Name,Address,Boundary,City,ES_ZONENUM,IL_HOUSE,Match_addr,NetLabel1,Programs,Ref_ID,School_ID,Track,Type,User_fld,Y,ZIP,Adjusted_SU,Class,COLO,COMMAREA,ES_ZONENM,Governance,Grades,Label_Case,NetLabel2,Network,Status,WARD,Class2,Day20Count,GeoNetwork,Long_,Marker,Match_type,Open_Status,School_Typ,Short_Name,Side,UnitName,Addr_type,ARC_Street,ARC_ZIP,BndGrShort,BoundaryGr,Class3,Grade_Cat,Grades_Short,IL_SENATE,Lat,OBJECTID_1,ORACLE_ID,Pct_along,Phone,Score,Short_Desc,Status_2024,Typenum,US_CONGR,X,fillColor,fillOpacity,POINT_X,POINT_Y,coordinates,schoolHours,afterSchoolHours,earliestDropOffTime,phone,gradesOffered,websiteURL,isTitle1Eligible,studentCount,studentCountLowIncome,studentCountBlack,studentCountHispanic,studentCountWhite,contact_url,is_edlio,is_educational_networks,contact_emails
303,HITCH,5625 N MCVICKER AVE,Attendance Area School,"Chicago, IL",1,19,"5625 N MCVICKER AVE, 60646",Network,,54022,609995,Standard,Elementary School,0,1937127.37118,60646,0.81,Attendance Area School,0,NORWOOD PARK,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Hitch,Network ES,Network 1,M,45,,504,1,-87.779123,blue_blank,A,OPEN,Traditional,HITCH,R,Rufus M Hitch Elementary School,Address,5625 N MCVICKER AVE,60646,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,10,41.983672,304,23811,41.38,(773)534-1189,100,Hitch ES,Efficient,1,5,1134930.174512,#000000,1,,,"[-87.779129, 41.98368]",08:00 AM-03:00 PM,,7:50 AM,7735341189,"PK,K,1,2,3,4,5,6,7,8",https://hitch.cps.edu,True,490.0,209.0,8.0,233.0,178.0,https://hitch.cps.edu/apps/contact,False,False,lmlara@cps.edu|james@email.com
304,NORTHSIDE PREP HS,5501 N KEDZIE AVE,Citywide,"Chicago, IL",2,15,"5501 N KEDZIE AVE, 60625",Network,Selective_Enrollment_HS||,10302,609749,Standard,High School,0,1936400.429064,60625,1.03,Citywide,0,NORTH PARK,Northwest Side,District,"9, 10, 11, 12",Northside Prep HS,Network HS,Network 14,M,39,Selective Enrollment High School,1033,14,-87.708708,red_circle,A,OPEN,Traditional,NORTHSIDE PREP HS,R,Northside College Preparatory High School,Address,5501 N KEDZIE AVE,60625,,,Selective Enrollment High School,HS,9-12,8,41.981315,305,46061,0,(773)534-3954,100,Northside College Prep,Efficient,3,5,1154081.200187,#000000,1,,,"[-87.708714, 41.981323]",8:00 AM-3:15 PM,,,7735343954,"9,10,11,12",https://northsideprep.org,False,1061.0,398.0,64.0,300.0,374.0,https://northsideprep.org/apps/contact,False,True,
305,TUBMAN,2851 N SEMINARY AVE,Attendance Area School,"Chicago, IL",5,11,"2851 N SEMINARY AVE, 60657",Network,,36336,609773,Standard,Elementary School,0,1919313.004578,60657,0.54,Attendance Area School,0,LAKE VIEW,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Agassiz,Network ES,Network 4,M,44,,279,4,-87.656229,blue_blank,A,OPEN,Traditional,TUBMAN,R,Harriet Tubman Elementary School,Address,2851 N SEMINARY AVE,60657,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,6,41.934126,306,22031,69.23,(773)534-5725,100,Tubman ES,Underutilized,1,5,1168485.840997,#000000,1,,,"[-87.656234, 41.934134]",7:45AM - 2:45PM,3:00 PM - 6:00 PM,,7735345725,"PK,K,1,2,3,4,5,6,7,8",https://tubmanelementarycps.org/,False,307.0,97.0,56.0,93.0,118.0,https://tubmanelementarycps.org/apps/contact,False,False,
306,AUDUBON,3500 N HOYNE AVE,Attendance Area School,"Chicago, IL",2,11,"3500 N HOYNE AVE, 60618",Network,Magnet_Cluster_Technology||,10002,609782,Standard,Elementary School,0,1923245.74015,60618,0.83,Attendance Area School,0,NORTH CENTER,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Audubon,Network ES,Network 4,M,32,,608,4,-87.681041,blue_blank,A,OPEN,Traditional,AUDUBON,L,John J Audubon Elementary School,Address,3500 N HOYNE AVE,60618,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,6,41.945062,307,22091,0,(773)534-5470,100,Audubon ES,Efficient,1,5,1161704.194127,#000000,1,,,"[-87.681047, 41.94507]", 08:00 AM-03:00 PM,,07:45 AM,7735345470,"PK,K,1,2,3,4,5,6,7,8",https://audubonelementary.org,False,607.0,53.0,6.0,105.0,412.0,https://audubonelementary.org/apps/contact,False,True,
307,BEAUBIEN,5025 N LARAMIE AVE,Attendance Area School,"Chicago, IL",1,19,"5025 N LARAMIE AVE, 60630",Network,Selective_Enrollment_RGC||,4719,609796,Standard,Elementary School,0,1933056.372432,60630,1.12,Attendance Area School,0,JEFFERSON PARK,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Beaubien,Network ES,Network 1,M,45,Regional Gifted Center,1021,1,-87.757565,blue_blank,A,OPEN,Traditional,BEAUBIEN,R,Jean Baptiste Beaubien Elementary School,Address,5025 N LARAMIE AVE,60630,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School/Regional Gifted Center,ES,PK-8,10,41.972394,308,22201,92.31,(773)534-3500,100,Beaubien ES,Overcrowded,1,5,1140819.068575,#000000,1,,,"[-87.757571, 41.972402]",07:45 AM-02:45 PM,,7:30,7735343500,"PK,K,1,2,3,4,5,6,7,8",http://www.beaubienelementary.org,False,1003.0,358.0,37.0,357.0,338.0,http://www.beaubienelementary.org/apps/contact,False,True,
308,BELDING,4257 N TRIPP AVE,Attendance Area School,"Chicago, IL",2,19,"4257 N TRIPP AVE, 60641",Network,Specific_Aptitude||,24741,609798,Standard,Elementary School,0,1928197.066206,60641,1.07,Attendance Area School,0,IRVING PARK,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Belding,Network ES,Network 1,M,39,,553,1,-87.73402,blue_blank,A,OPEN,Traditional,BELDING,R,Hiram H Belding Elementary School,Address,4257 N TRIPP AVE,60641,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,10,41.958938,309,22221,96.55,(773)534-3590,100,Belding ES,Efficient,1,5,1147256.081947,#000000,1,,,"[-87.734026, 41.958946]",7:45 AM-2:45 PM,,7:30 AM,7735343590,"PK,K,1,2,3,4,5,6,7,8",https://beldingelementary.com,True,605.0,257.0,32.0,225.0,293.0,https://beldingelementary.com/apps/contact,False,True,
309,BELL,3730 N OAKLEY AVE,Attendance Area School,"Chicago, IL",2,11,"3730 N OAKLEY AVE, 60618",Network,Selective_Enrollment_RGC||,3290,609799,Standard,Elementary School,0,1924863.472479,60618,0.98,Attendance Area School,0,NORTH CENTER,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Bell,Network ES,Network 4,M,47,Regional Gifted Center,850,4,-87.686018,blue_blank,A,OPEN,Traditional,BELL,L,Alexander Graham Bell Elementary School,Address,3730 N OAKLEY AVE,60618,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School/Regional Gifted Center,ES,PK-8,6,41.94953,310,22231,51.72,(773)534-5150,100,Bell ES,Efficient,1,5,1160337.862542,#000000,1,,,"[-87.686024, 41.949538]",08:05 AM-03:05 PM,3:05 PM - 6:00 PM,07:35 AM,7735345150,"PK,K,1,2,3,4,5,6,7,8",http://bell.cps.edu,False,900.0,106.0,20.0,152.0,505.0,,,,
310,BLAINE,1420 W GRACE ST,Attendance Area School,"Chicago, IL",5,13,"1420 W GRACE ST, 60613",Network,Magnet_Cluster_Fine_Performing_Arts||,37169,609803,Standard,Elementary School,0,1925363.190968,60613,0.71,Attendance Area School,0,LAKE VIEW,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Blaine,Network ES,Network 4,M,46,,628,4,-87.664968,blue_blank,A,OPEN,Traditional,BLAINE,R,James G Blaine Elementary School,Address,1420 W GRACE ST,60613,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.950781,311,22261,71.43,(773)534-5750,100,Blaine ES,Efficient,1,5,1166060.635217,#000000,1,,,"[-87.664974, 41.950788]",08:00 AM-03:00 PM,,7:30 AM,7735345750,"PK,K,1,2,3,4,5,6,7,8",https://blaine.cps.edu,False,630.0,57.0,15.0,102.0,415.0,https://blaine.cps.edu/apps/contact,False,True,
311,BUDLONG,2701 W FOSTER AVE,Attendance Area School,"Chicago, IL",2,13,"2701 W FOSTER AVE, 60625",ISP,,18230,609817,Standard,Elementary School,0,1934398.319223,60625,0.83,Attendance Area School,0,LINCOLN SQUARE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Budlong,ISP ES,ISP,M,40,,728,2,-87.696556,blue_blank,A,OPEN,Traditional,BUDLONG,L,Lyman A Budlong Elementary School,Address,2701 W FOSTER AVE,60625,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.975754,312,22391,0,(773)534-2591,100,Budlong ES,Efficient,1,5,1157400.257525,#000000,1,,,"[-87.696562, 41.975762]",8:15 AM - 3:15 PM,3:15 PM - 5:15 PM,7:30 AM,7735342591,"PK,K,1,2,3,4,5,6,7,8",https://budlong.cps.edu,True,767.0,405.0,39.0,284.0,267.0,https://budlong.cps.edu/apps/contact,False,True,
312,BURLEY,1630 W BARRY AVE,Attendance Area School,"Chicago, IL",5,11,"1630 W BARRY AVE, 60657",Network,Magnet_Cluster_Technology||,38752,609820,Standard,Elementary School,0,1920672.822396,60657,0.87,Attendance Area School,0,LAKE VIEW,Greater Lincoln Park,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Burley,Network ES,Network 4,M,32,,496,4,-87.669853,blue_blank,A,OPEN,Traditional,BURLEY,R,Augustus H Burley Elementary School,Address,1630 W BARRY AVE,60657,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,6,41.937937,313,22421,51.72,(773)534-5475,100,Burley ES,Efficient,1,5,1164767.947186,#000000,1,,,"[-87.669859, 41.937945]",08:15 AM-03:15 PM,3:30PM-4:30PM,,7735345475,"K,1,2,3,4,5,6,7,8",http://burley.cps.edu,False,492.0,46.0,6.0,74.0,324.0,,,,
313,BURR,1621 W WABANSIA AVE,Attendance Area School,"Chicago, IL",4,10,"1621 W WABANSIA AVE, 60622",Network,Magnet_Cluster_World_Language||,52986,609828,Standard,Elementary School,0,1911354.097595,60622,1.15,Attendance Area School,0,WEST TOWN,Greater Milwaukee Avenue,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Burr,Network ES,Network 6,M,32,,447,6,-87.668661,blue_blank,A,OPEN,Traditional,BURR,L,Jonathan Burr Elementary School,Address,1621 W WABANSIA AVE,60622,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,5,41.912358,314,22471,76.92,(773)534-4090,100,Burr Elem Academy,Overcrowded,1,5,1165164.659975,#000000,1,,,"[-87.668666, 41.912366]",08:45 AM-03:45 PM,,8:15 AM,7735344090,"K,1,2,3,4,5,6,7,8",https://burrschool.org,False,462.0,119.0,38.0,159.0,183.0,https://burrschool.org/apps/contact,False,True,
314,COONLEY,4046 N LEAVITT ST,Attendance Area School,"Chicago, IL",2,11,"4046 N LEAVITT ST, 60618",Network,Gifted,24220,609866,Standard,Elementary School,0,1927063.055022,60618,0.95,Attendance Area School,0,NORTH CENTER,Northwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Coonley,Network ES,Network 2,M,47,Regional Gifted Center,772,2,-87.683765,blue_blank,A,OPEN,Traditional,COONLEY,L,John C Coonley Elementary School,Address,4046 N LEAVITT ST,60618,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School/Regional Gifted Center,ES,K-8,6,41.955553,315,22821,60,(773)534-5140,100,Coonley ES,Efficient,1,5,1160934.092977,#000000,1,,,"[-87.683771, 41.955561]",08:45 AM-03:45 PM,,8:30AM,7735345140,"K,1,2,3,4,5,6,7,8",http://coonley.cps.edu,False,722.0,86.0,14.0,114.0,485.0,http://coonley.cps.edu/apps/contact,False,True,
315,DRUMMOND,1845 W CORTLAND ST,Citywide,"Chicago, IL",4,10,"1845 W CORTLAND ST, 60622",Network,Magnet_Elem_Montessori||,10316,609896,Standard,Elementary School,0,1912637.61701,60622,0.92,Citywide,0,LOGAN SQUARE,Greater Milwaukee Avenue,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Drummond,Network ES,Network 6,M,32,Elementary Magnet,336,6,-87.674495,blue_circle,A,OPEN,Traditional,DRUMMOND,L,Thomas Drummond Elementary School,Address,1845 W CORTLAND ST,60622,,,Elementary Magnet,ES,PK-8,5,41.915914,316,23021,46.15,(773)534-4120,100,Drummond ES,Efficient,1,5,1163566.766189,#000000,1,,,"[-87.6745, 41.915922]",08:30 AM-03:30 PM,3:30 PM - 6:00 PM,8:15AM,7735344120,"PK,K,1,2,3,4,5,6,7,8",http://drummondschool.org,False,343.0,47.0,23.0,99.0,151.0,,,,
316,EDGEBROOK,6525 N HIAWATHA AVE,Attendance Area School,"Chicago, IL",1,15,"6525 N HIAWATHA AVE, 60646",Network,,326,609901,Standard,Elementary School,0,1942903.147686,60646,0.73,Attendance Area School,0,FOREST GLEN,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Edgebrook,Network ES,Network 1,M,45,,505,1,-87.76184,blue_blank,A,OPEN,Traditional,EDGEBROOK,R,Edgebrook Elementary School,Address,6525 N HIAWATHA AVE,60646,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,41.999437,317,23071,50,(773)534-1194,100,Edgebrook ES,Efficient,1,5,1139590.686845,#000000,1,,,"[-87.761846, 41.999445]",08:30 AM-03:30 PM,3:30PM-6:00PM,7:00AM,7735341194,"PK,K,1,2,3,4,5,6,7,8",https://edgebrookschool.org,False,553.0,70.0,7.0,110.0,318.0,https://edgebrookschool.org/apps/contact,False,True,
317,FARNSWORTH,5414 N LINDER AVE,Attendance Area School,"Chicago, IL",1,19,"5414 N LINDER AVE, 60630",Network,,9861,609912,Standard,Elementary School,0,1935736.114448,60630,1.04,Attendance Area School,0,JEFFERSON PARK,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Farnsworth,Network ES,Network 1,M,45,,506,1,-87.766072,blue_blank,A,OPEN,Traditional,FARNSWORTH,L,James B Farnsworth Elementary School,Address,5414 N LINDER AVE,60630,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,10,41.97979,318,23161,24.14,(773)534-3535,100,Farnsworth ES,Efficient,1,5,1138488.002371,#000000,1,,,"[-87.766077, 41.979798]",07:45 AM-02:45 PM,,,7735343535,"PK,K,1,2,3,4,5,6,7,8",http://www.farnsworthschool.com,True,500.0,272.0,19.0,207.0,181.0,,,,
318,GARVY,5225 N OAK PARK AVE,Attendance Area School,"Chicago, IL",1,20,"5225 N OAK PARK AVE, 60656",Network,,34033,609937,Standard,Elementary School,0,1934430.281101,60656,1.12,Attendance Area School,0,NORWOOD PARK,Far Northwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Garvy,Network ES,Network 1,M,41,,741,1,-87.796235,blue_blank,A,OPEN,Traditional,GARVY,R,John W Garvy Elementary School,Address,5225 N OAK PARK AVE,60656,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,10,41.976352,319,23301,48,(773)534-1185,100,John W Garvy ES,Overcrowded,1,5,1130294.41213,#000000,1,,,"[-87.796241, 41.97636]",08:30 AM- 03:30 PM,,8:15 AM,7735341185,"K,1,2,3,4,5,6,7,8",https://garvyschool.org,False,731.0,269.0,15.0,266.0,361.0,https://garvyschool.org/apps/contact,True,False,
319,JAHN,3149 N WOLCOTT AVE,Attendance Area School,"Chicago, IL",2,11,"3149 N WOLCOTT AVE, 60657",Network,Magnet_Cluster_World_Language||,3582,610010,Standard,Elementary School,0,1921137.71123,60657,0.58,Attendance Area School,0,NORTH CENTER,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Jahn,Network ES,Network 4,M,32,,316,4,-87.67581,blue_blank,A,OPEN,Traditional,JAHN,R,Friedrich L. Jahn Elementary of the Fine Arts,Address,3149 N WOLCOTT AVE,60657,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,6,41.939248,320,23921,61.54,(773)534-5500,100,Jahn ES,Underutilized,1,5,1163143.623335,#000000,1,,,"[-87.675815, 41.939255]",08:00 AM-03:00 PM,3:00 PM - 6:00 PM,7:45AM,7735345500,"PK,K,1,2,3,4,5,6,7,8",https://www.jahnschool.com,True,359.0,136.0,56.0,148.0,117.0,https://www.jahnschool.com/apps/contact,True,False,
320,JAMIESON,5650 N MOZART ST,Attendance Area School,"Chicago, IL",2,15,"5650 N MOZART ST, 60659",Network,,48257,610011,Standard,Elementary School,0,1937628.577854,60659,0.78,Attendance Area School,0,WEST RIDGE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Jamieson,Network ES,Network 2,M,50,,806,2,-87.700529,blue_blank,A,OPEN,Traditional,JAMIESON,L,Minnie Mars Jamieson Elementary School,Address,5650 N MOZART ST,60659,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,41.984641,321,23931,86.21,(773)534-2395,100,Jamieson ES,Efficient,1,5,1156295.899826,#000000,1,,,"[-87.700535, 41.984649]",8:45AM-3:45PM,3:45PM-4:45PM (UNTIL 6:00PM W/AFTER SCHOOL CARE),8:30AM (7:30AM W/BEFORE SCHOOL CARE),7735342395,"PK,K,1,2,3,4,5,6,7,8",https://jamieson.cps.edu,True,830.0,517.0,60.0,265.0,196.0,https://jamieson.cps.edu/apps/contact,False,True,
321,ORIOLE PARK,5424 N OKETO AVE,Attendance Area School,"Chicago, IL",1,20,"5424 N OKETO AVE, 60656",Network,,1802,610105,Standard,Elementary School,0,1935187.073223,60656,0.76,Attendance Area School,0,NORWOOD PARK,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Oriole Park,Network ES,Network 1,M,41,,587,1,-87.812054,blue_blank,A,OPEN,Traditional,ORIOLE PARK,L,Oriole Park Elementary School,Address,5424 N OKETO AVE,60656,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,10,41.978501,322,24771,13.33,(773)534-1201,100,Oriole Park ES,Efficient,1,5,1125988.248171,#000000,1,,,"[-87.81206, 41.978509]",8:00AM - 3:00PM,3:00PM-6:00PM,7:45AM,7735341201,"PK,K,1,2,3,4,5,6,7,8",https://orioleparkschool.com,False,617.0,163.0,13.0,167.0,372.0,,,,
322,PALMER,5051 N KENNETH AVE,Attendance Area School,"Chicago, IL",2,15,"5051 N KENNETH AVE, 60630",ISP,,14864,610111,Standard,Elementary School,0,1933416.751961,60630,0.87,Attendance Area School,0,ALBANY PARK,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Palmer,ISP ES,ISP,M,39,,757,1,-87.739213,blue_blank,A,OPEN,Traditional,PALMER,R,John Palmer Elementary School,Address,5051 N KENNETH AVE,60630,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,41.973289,323,24821,86.21,(773)534-3704,100,Palmer ES,Efficient,1,5,1145807.322049,#000000,1,,,"[-87.739219, 41.973297]",08:00 AM-03:00 PM,3:00 - 4:00 PM,7:30 AM,7735343704,"PK,K,1,2,3,4,5,6,7,8",https://palmerpride.org,True,746.0,441.0,16.0,298.0,281.0,https://palmerpride.org/apps/contact,False,True,
323,HAMILTON,1650 W CORNELIA AVE,Attendance Area School,"Chicago, IL",5,11,"1650 W CORNELIA AVE, 60657",Network,Magnet_Cluster_Fine_Performing_Arts||Comprehensive_Gifted||,52484,609963,Standard,Elementary School,0,1923324.339075,60657,0.97,Attendance Area School,0,LAKE VIEW,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Hamilton,Network ES,Network 4,M,47,,483,4,-87.670865,blue_blank,A,OPEN,Traditional,HAMILTON,R,Alexander Hamilton Elementary School,Address,1650 W CORNELIA AVE,60657,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,6,41.94522,324,23501,69.23,(773)534-5484,100,Hamilton ES,Efficient,1,5,1164472.02783,#000000,1,,,"[-87.670871, 41.945228]",07:45 AM-02:45 PM,2:45 PM - 6:00 PM,7:30 AM,7735345484,"PK,K,1,2,3,4,5,6,7,8",https://hamiltoncps.org,False,494.0,52.0,21.0,79.0,337.0,,,,
324,HAWTHORNE,3319 N CLIFTON AVE,Citywide,"Chicago, IL",5,11,"3319 N CLIFTON AVE, 60657",Network,Magnet_Elem_Scholastic_Academy||Specific_Aptitude||,12799,609974,Standard,Elementary School,0,1922279.413671,60657,0.9,Citywide,0,LAKE VIEW,Greater Lincoln Park,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Hawthorne,Network ES,Network 4,M,44,Elementary Magnet,619,4,-87.657709,blue_circle,A,OPEN,Traditional,HAWTHORNE,R,Hawthorne Elementary Scholastic Academy,Address,3319 N CLIFTON AVE,60657,,,Elementary Magnet,ES,K-8,6,41.942275,325,29131,31.03,(773)534-5550,100,Hawthorne Elem Academy,Efficient,1,5,1168059.679448,#000000,1,,,"[-87.657715, 41.942283]",8:45AM - 3:45PM,3:45 PM - 6:00 PM,8:15 AM,7735345550,"K,1,2,3,4,5,6,7,8",https://www.hawthorneacad.org,False,641.0,88.0,28.0,129.0,338.0,https://www.hawthorneacad.org/apps/contact,True,False,
325,LOZANO,1501 N GREENVIEW AVE,Attendance Area School,"Chicago, IL",4,10,"1501 N GREENVIEW AVE, 60642",Network,Magnet_Cluster_World_Language||,53753,610029,Standard,Elementary School,0,1910096.523011,60642,0.57,Attendance Area School,1,WEST TOWN,Greater Milwaukee Avenue,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Lozano,Network ES,Network 6,M,1,,241,6,-87.665093,blue_blank,A,OPEN,Traditional,LOZANO,R,Rodolfo Lozano Bilingual &amp; International Ctr ES,Address,1501 N GREENVIEW AVE,60642,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,5,41.908886,326,24101,0,(773)534-4750,100,Lozano ES,Underutilized,1,5,1166145.499221,#000000,1,,,"[-87.665099, 41.908894]",08:45 AM-03:45PM,3:45-6:00,8:15AM,7735344750,"PK,K,1,2,3,4,5,6,7,8",https://lozano1501.org,True,268.0,143.0,52.0,185.0,16.0,https://lozano1501.org/apps/contact,False,True,
326,LASALLE,1734 N ORLEANS ST,Citywide,"Chicago, IL",5,12,"1734 N ORLEANS ST, 60614",Network,Magnet_Elem_World_Language||,34518,610033,Standard,Elementary School,0,1911982.993319,60614,1.02,Citywide,0,LINCOLN PARK,Greater Lincoln Park,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",LaSalle,Network ES,Network 4,M,43,Elementary Magnet,488,4,-87.637565,blue_circle,A,OPEN,Traditional,LASALLE,L,LaSalle Elementary Language Academy,Address,1734 N ORLEANS ST,60614,,,Elementary Magnet,ES,K-8,6,41.9139,327,29161,80.95,(773)534-8470,100,LaSalle Elem Academy,Efficient,1,5,1173623.974749,#000000,1,,,"[-87.637571, 41.913907]",09:00 AM-04:00 PM,4:00 PM - 5:00 PM,8:30 AM,7735348470,"K,1,2,3,4,5,6,7,8",https://www.lasallechicago.com,False,454.0,144.0,159.0,91.0,150.0,https://www.lasallechicago.com/apps/contact,False,True,
327,LINCOLN,615 W KEMPER PL,Attendance Area School,"Chicago, IL",5,12,"615 W KEMPER PL, 60614",Network,Selective_Enrollment_IG||,3882,610038,Standard,Elementary School,0,1915839.632259,60614,0.78,Attendance Area School,0,LINCOLN PARK,Greater Lincoln Park,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Lincoln,Network ES,Network 4,M,43,,843,4,-87.644497,blue_blank,A,OPEN,Traditional,LINCOLN,L,Abraham Lincoln Elementary School,Address,615 W KEMPER PL,60614,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,6,41.924525,328,24191,24.14,(773)534-5720,100,Lincoln ES,Efficient,1,5,1171705.995646,#000000,1,,,"[-87.644503, 41.924533]",08:45 AM-03:45 PM,,8:25 AM,7735345720,"K,1,2,3,4,5,6,7,8",https://www.lincolnelementary.org,False,859.0,97.0,82.0,75.0,520.0,https://www.lincolnelementary.org/apps/contact,False,True,
328,MAYER,2250 N CLIFTON AVE,Attendance Area School,"Chicago, IL",5,10,"2250 N CLIFTON AVE, 60614",Network,Magnet_Elem_Montessori_IB_Fine_Performing_Arts||,49284,610059,Standard,Elementary School,0,1915330.449222,60614,0.95,Attendance Area School,0,LINCOLN PARK,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Mayer,Network ES,Network 4,M,43,Elementary Magnet,702,4,-87.657287,blue_blank,A,OPEN,Traditional,MAYER,L,Oscar Mayer Magnet School,Address,2250 N CLIFTON AVE,60614,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School/Elementary Magnet,ES,PK-8,5,41.923204,329,24401,86.21,(773)534-5535,100,Mayer ES,Efficient,1,5,1168229.13777,#000000,1,,,"[-87.657293, 41.923211]",08:30 AM-03:30 PM,,,7735345535,"PK,K,1,2,3,4,5,6,7,8",http://mayermagnet.org/,False,713.0,58.0,53.0,56.0,490.0,http://mayermagnet.org/apps/contact,False,True,
329,MCPHERSON,4728 N WOLCOTT AVE,Attendance Area School,"Chicago, IL",2,13,"4728 N WOLCOTT AVE, 60640",Network,Gifted,32857,610070,Standard,Elementary School,0,1931558.422344,60640,0.66,Attendance Area School,0,LINCOLN SQUARE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",McPherson,Network ES,Network 2,M,47,,738,2,-87.676288,blue_blank,A,OPEN,Traditional,MCPHERSON,L,James B McPherson Elementary School,Address,4728 N WOLCOTT AVE,60640,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.967847,330,24471,48.28,(773)534-2625,100,McPherson ES,Underutilized,1,5,1162933.526642,#000000,1,,,"[-87.676294, 41.967855]",7:45 AM - 2:45 PM,2:45-5:45 PM,7:30 AM,7735342625,"PK,K,1,2,3,4,5,6,7,8",https://mcpherson.cps.edu,True,807.0,316.0,68.0,380.0,265.0,https://mcpherson.cps.edu/apps/contact,True,False,
